shopify_product_id,handle,status,sku,title
"gid://shopify/Product/15427289121100","smartphone-motorola-edge-50-peach-fuzz-ram-12-gb-almacenamiento-512-gb","ACTIVE","PB2U0002SE","Smartphone - MOTOROLA EDGE 50, Peach Fuzz, RAM 12 GB, Almacenamiento 512 GB"
"gid://shopify/Product/15427289416012","smartphone-xiaomi-poco-x7-pro-negro-5g-ram-12-gb-almacenamiento-256-gb","ACTIVE","6932554409302","Smartphone - XIAOMI Poco X7 Pro Negro, 5G, RAM 12 GB, Almacenamiento 256 GB"
"gid://shopify/Product/15427289579852","smartphone-xiaomi-poco-f7-ultra-5g-negro-ram-16-gb-almacenamiento-512-gb","ACTIVE","6932554411299","Smartphone - XIAOMI Poco F7 Ultra, 5G, Negro, RAM 16 GB, Almacenamiento 512 GB"
"gid://shopify/Product/15427289645388","smartphone-xiaomi-redmi-note14-pro-5g-negro-medianoche-ram-8-gb-256-gb","ACTIVE","MZB0I8BEU","Smartphone - XIAOMI REDMI Note14 Pro, 5G, Negro Medianoche, RAM 8 GB, 256 GB"
"gid://shopify/Product/15427289874764","smartphone-xiaomi-redmi-note14-pro-4g-negro-medianoche-ram-8-gb-almacenamiento-256-gb","ACTIVE","MZB0IDSEU","Smartphone - XIAOMI REDMI Note14 Pro, 4G, Negro Medianoche, RAM 8 GB, Almacenamiento 256 GB"
"gid://shopify/Product/15427290169676","smartphone-xiaomi-redmi-note14-5g-ram-8-gb-almacenamiento-256-gb","ACTIVE","MZB0IOEEU","Smartphone - XIAOMI REDMI Note14, 5G, RAM 8 GB, Almacenamiento 256 GB"
"gid://shopify/Product/15427290267980","smartphone-xiaomi-redmi-note14-pro-4g-purple-ram-8-gb-256-gb","ACTIVE","MZB0IVXEU","Smartphone - XIAOMI REDMI Note14 Pro, 4G, Purple, RAM 8 GB, 256 GB"
"gid://shopify/Product/15427290399052","smartphone-xiaomi-redmi-note14-pro-4g-ram-8-gb-almacenamiento-256-gb-negro","ACTIVE","MZB0IWDEU","Smartphone - XIAOMI REDMI Note14 Pro, 4G, RAM 8 GB, Almacenamiento 256 GB, Negro"
"gid://shopify/Product/15427291709772","smartphone-samsung-galaxy-a05s-67-4128gb-negro","ACTIVE","SM-A057GZKVEUB","Smartphone - Samsung Galaxy A05S, 6.7"", 4+128GB, Negro"
"gid://shopify/Product/15427294036300","smartphone-samsung-galaxy-s24-62-8256gb-onyx-black","ACTIVE","SM-S921BZKGEUB","Smartphone - Samsung Galaxy S24, 6.2"", 8+256GB, Onyx Black"
"gid://shopify/Product/15427294331212","tablet-samsung-galaxy-tab-a9-5g-grafito-ram-6-gb-almacenamiento-128-gb","ACTIVE","SM-X216RZAREUB","Tablet - SAMSUNG Galaxy Tab A9+, 5G, Grafito, RAM 6 GB, Almacenamiento 128 GB"
"gid://shopify/Product/15427294691660","smartphone-xiaomi-redmi-note14-pro-lavanda-5g-ram-8-gb-256-gb","ACTIVE","6932554402662","Smartphone XIAOMI REDMI Note14 Pro, Lavanda, 5G, RAM 8 GB, 256 GB"
"gid://shopify/Product/15427296362828","telefono-movil-aiwa-fp-24-negro","ACTIVE","FP24BK","Teléfono Móvil - Aiwa FP-24, Negro"
"gid://shopify/Product/15427296493900","telefono-movil-aiwa-fp-24-azul","ACTIVE","FP24BL","Teléfono Móvil - Aiwa FP-24, Azul"
"gid://shopify/Product/15427296723276","telefono-movil-aiwa-fp-24-rojo","ACTIVE","FP24RD","Teléfono Móvil - Aiwa FP-24, Rojo"
"gid://shopify/Product/15427296985420","telefono-movil-sunstech-celt18bl-azul-personas-mayores","ACTIVE","CELT18BL","Telefono Móvil - SUNSTECH CELT18BL, Azul, Personas Mayores"
"gid://shopify/Product/15427297149260","telefono-movil-sunstech-celt23-negro","ACTIVE","CELT23BK","Teléfono Móvil - Sunstech CELT23, Negro"
"gid://shopify/Product/15427297247564","telefono-movil-sunstech-celt23bl-personas-mayores-azul","ACTIVE","CELT23BL","Teléfono Móvil - SUNSTECH CELT23BL, Personas Mayores, Azul"
"gid://shopify/Product/15427297345868","smartphone-xiaomi-redmi-note14-4g-ram-6-gb-almacenamiento-128-gb-negro-medianoche","ACTIVE","MZB0J01EU","Smartphone - XIAOMI REDMI Note14, 4G, RAM 6 GB, Almacenamiento 128 GB, Negro Medianoche"
"gid://shopify/Product/15427297608012","smartphone-xiaomi-redmi-note14-4g-ram-6-gb-almacenamiento-128-gb-verde-lima","ACTIVE","MZB0J0IEU","Smartphone - XIAOMI REDMI Note14, 4G, RAM 6 GB, Almacenamiento 128 GB, Verde Lima"
"gid://shopify/Product/15427297804620","smartphone-xiaomi-poco-f7-pro-plata-5g-ram-12-gb-almacenamiento-256-gb","ACTIVE","6932554411619","Smartphone - XIAOMI POCO F7 Pro, Plata, 5G, RAM 12 GB, Almacenamiento 256 GB"
"gid://shopify/Product/15427299082572","smartphone-xiaomi-redmi-note-14-4g-azul-oceano-ram-8-gb-256-gb","ACTIVE","MZB0IYWEU","Smartphone - XIAOMI REDMI Note 14, 4G, Azul Océano, RAM 8 GB, 256 GB"
"gid://shopify/Product/15427299213644","smartphone-xiaomi-redmi-note-14-pro-plus-5g-azul-12-gb-ram-almacenamiento-512-gb","ACTIVE","MZB0IIWEU","Smartphone - XIAOMI REDMI Note 14 Pro Plus, 5G, Azul, 12 GB RAM, Almacenamiento 512 GB"
"gid://shopify/Product/15427299443020","smartphone-xiaomi-redmi-note-14-pro-5g-verde-ram-8-gb-almacenamiento-256-g","ACTIVE","MZB0IMOEU","Smartphone - XIAOMI Redmi Note 14 Pro, 5G, Verde, RAM 8 GB, Almacenamiento 256 G"
"gid://shopify/Product/15427300229452","smartwatch-samsung-galaxy-watch7-beige-40-mm","ACTIVE","SML300NZEAPHE","Smartwatch - SAMSUNG Galaxy Watch7, Beige, 40 mm"
"gid://shopify/Product/15427300950348","smartwatch-samsung-galaxy-watch-7-lte-plata-44-mm","ACTIVE","SML315FZSAPHE","Smartwatch - SAMSUNG Galaxy Watch 7 LTE, Plata, 44 mm"
"gid://shopify/Product/15427301867852","smartwatch-samsung-galaxy-watch-8-classic-negro-gps","ACTIVE","SM-L505FZKAEUB","Smartwatch - SAMSUNG Galaxy Watch 8 Classic, Negro, GPS"
"gid://shopify/Product/15427302261068","smartwatch-samsung-galaxy-watch-ultra-2025-azul-ip68-100h-autonomia","ACTIVE","SM-L705FZB2PHE","Smartwatch - SAMSUNG Galaxy Watch Ultra 2025, Azul, IP68, 100h autonomía"
"gid://shopify/Product/15427302555980","pulsera-de-actividad-samsung-galaxy-fit3-gris-ip68","ACTIVE","SM-R390NZAAEUB","Pulsera de Actividad - SAMSUNG Galaxy FIT3, Gris, IP68"
"gid://shopify/Product/15427302687052","auricular-interno-samsung-galaxy-buds-fe-grafito","ACTIVE","SMR400NZAAPHE","Auricular Interno - Samsung Galaxy Buds FE, Grafito"
"gid://shopify/Product/15427303145804","auriculares-inalambricos-samsung-galaxy-buds3-gris-cancelacion-ruido","ACTIVE","SMR530NZAAPHE","Auriculares Inalámbricos - SAMSUNG Galaxy Buds3, Gris, Cancelación Ruido"
"gid://shopify/Product/15427303407948","auriculares-inalambricos-samsung-galaxy-buds3-blanco-cancelacion-ruido","ACTIVE","SMR530NZWAPHE","Auriculares Inalámbricos - SAMSUNG Galaxy Buds3, Blanco, Cancelación Ruido"
"gid://shopify/Product/15427304456524","tablet-samsung-galaxy-tab-s10-fe-plata-ram-12-gb-almacenamiento-256-gb","ACTIVE","SM-X520NZSPEUB","Tablet - SAMSUNG Galaxy Tab S10 FE, Plata, RAM 12 GB, Almacenamiento 256 GB"
"gid://shopify/Product/15427304751436","tablet-samsung-galaxy-tab-a9-5g-grafito-ram-8-gb-almacenamiento-256-gb","ACTIVE","SM-X216RZAPEUB","Tablet - SAMSUNG GALAXY Tab A9+, 5G, Grafito, RAM 8 GB, Almacenamiento 256 GB"
"gid://shopify/Product/15427310518604","lavavajillas-libre-instalacion-bosch-sps2hkw58e-10-servicios-46-db-45-cm-blanco","ACTIVE","SPS2HKW58E","Lavavajillas Libre Instalación - Bosch SPS2HKW58E, 10 servicios, 46 dB, 45 cm, Blanco"
"gid://shopify/Product/15427311829324","radio-portatil-sangean-sr-35-pilas-negro-sintonizador-amfm","ACTIVE","SR-35","Radio Portátil - SANGEAN SR-35, Pilas, Negro, Sintonizador AM/FM"
"gid://shopify/Product/15427312714060","altavoz-portatil-sangean-ra-101-negro-bluetooth-2600-mah","ACTIVE","SRA101BG","Altavoz Portátil - SANGEAN RA-101, Negro, Bluetooth, 2600 mAh"
"gid://shopify/Product/15427313762636","altavoz-portatil-sony-srs-ls1-bluetooth-ipx4-25-h-bateria","ACTIVE","SRSLS1H.CE7","Altavoz Portátil - SONY SRS-LS1, Bluetooth, IPX4, 25 h Batería"
"gid://shopify/Product/15427314221388","movil-qubo-st-001-negro-y-rojo-24-rugerizado-proteccion-ip67","ACTIVE","ST-001","Móvil - QUBO ST-001, Negro y Rojo, 2.4"", Rugerizado, Protección IP67"
"gid://shopify/Product/15427315335500","soporte-tv-fonestar-stv-7244n-pared-de-32-a-55-400x400","ACTIVE","STV7244N","Soporte TV - FONESTAR STV-7244N, Pared, de 32"" a 55"", 400x400"
"gid://shopify/Product/15427315958092","estufa-exterior-svan-svca2sp-electrico-2w-inox","ACTIVE","SVCA200SP","Estufa Exterior  - Svan SVCA200SP Eléctrico, 20000W, Inox"
"gid://shopify/Product/15427316121932","calefactor-pared-svan-svca450spl-split-2000w","ACTIVE","SVCA450SPL","Calefactor Pared - Svan   SVCA450SPL, Split, 2000W"
"gid://shopify/Product/15427317727564","estimulador-satisfyer-pro-2","ACTIVE","SW10001","Estimulador - Satisfyer Pro 2"
"gid://shopify/Product/15427319398732","radio-portatil-sangean-wr-45-negro-bluetooth-2600-mah","ACTIVE","SWR45B","Radio Portátil - SANGEAN WR-45, Negro, Bluetooth, 2600 mAh"
"gid://shopify/Product/15427319890252","auricular-interno-jbl-tune-290-black","ACTIVE","T290-B","Auricular Interno - JBL Tune 290, Black"
"gid://shopify/Product/15427320021324","telefono-movil-para-personas-mayores-tcl-one-touch-4022s-dark-night-ram-4-mb","ACTIVE","T302D-3ALCA112","Teléfono Móvil para Personas Mayores - TCL One Touch 4022S Dark Night, RAM 4 MB"
"gid://shopify/Product/15427322184012","tv-led-samsung-tq50ls03fauxxc-4k-uhd-tizen-hdr10","ACTIVE","TQ50LS03FAUXXC","TV LED - SAMSUNG TQ50LS03FAUXXC, 4K UHD, Tizen, HDR10+"
"gid://shopify/Product/15427323101516","tv-qled-samsung-tq65q8faauxxc-65-4k-uhd-quantum-dot","ACTIVE","TQ65Q8FAAUXXC","TV QLED - SAMSUNG TQ65Q8FAAUXXC, 65"", 4K UHD, Quantum Dot"
"gid://shopify/Product/15427323461964","secadora-bomba-calor-aeg-tr939v4pb-blanco-9-kg-eficiencia-a","ACTIVE","TR939V4PB","Secadora Bomba Calor - Aeg TR939V4PB, Blanco, 9 kg, Eficiencia  A"
"gid://shopify/Product/15427324117324","torre-sonido-aiwa-tsbt-270bk-negro-50w","ACTIVE","TSBT270BK","Torre Sonido - AIWA TSBT-270BK, Negro, 50W"
"gid://shopify/Product/15427327525196","tetera-hierro-fundido-orbegozo-tth8-8-ml","ACTIVE","TTH800","Tetera Hierro Fundido - Orbegozo  TTH800, 800 ml"
"gid://shopify/Product/15427327787340","tv-led-samsung-tu24f6005fkxxc-24-hdr10","ACTIVE","TU24F6005FKXXC","TV LED - SAMSUNG TU24F6005FKXXC, 24"", HDR10+"
"gid://shopify/Product/15427328213324","tv-led-samsung-tu43u8005fuxxc-43-4k-uhd","ACTIVE","TU43U8005FUXXC","TV LED - SAMSUNG TU43U8005FUXXC 43"", 4K UHD"
"gid://shopify/Product/15427328999756","tv-led-samsung-tu55du7105-55-4k-uhd","ACTIVE","TU55DU7105KXXC","TV LED - Samsung TU55DU7105, 55"", 4K UHD"
"gid://shopify/Product/15427329261900","tv-led-samsung-tu55u8005fuxxc-55-crystal-processor-4k-hdr10","ACTIVE","TU55U8005FUXXC","TV LED - SAMSUNG TU55U8005FUXXC, 55"", Crystal Processor 4K, HDR10+"
"gid://shopify/Product/15427329491276","tv-led-samsung-tu65u7025fkxxc-65-4k-hdr10","ACTIVE","TU65U7025FKXXC","TV LED - SAMSUNG TU65U7025FKXXC, 65"", 4K, HDR10+"
"gid://shopify/Product/15427329851724","tv-led-samsung-tu75u8075fuxxc-75-4k-uhd-crystal-processor-4k-tizen","ACTIVE","TU75U8075FUXXC","TV LED - SAMSUNG TU75U8075FUXXC, 75"", 4K UHD, Crystal Processor 4K, Tizen"
"gid://shopify/Product/15427330146636","tv-led-samsung-tu85u7025fkxxc-85-crystal-uhd-4k","ACTIVE","TU85U7025FKXXC","TV LED - SAMSUNG TU85U7025FKXXC, 85"", Crystal UHD, 4K"
"gid://shopify/Product/15427330277708","auricular-diadema-jbl-tune-770nc-blue","ACTIVE","TUNE 770 BLUE","Auricular Diadema - JBL Tune 770NC, Blue"
"gid://shopify/Product/15427332768076","tv-led-samsung-ue32f6002fk-32-full-hd-hdr10","ACTIVE","UE32F6002FK","TV LED - SAMSUNG UE32F6002FK, 32"", Full HD, HDR10+"
"gid://shopify/Product/15427335815500","caldera-de-gas-cointra-v16971-superlativa-supra-24-kit-salida-incluido","ACTIVE","V16971","Caldera de Gas - COINTRA V16971 Superlativa Supra 24 , Kit salida Incluido"
"gid://shopify/Product/15427336798540","calentador-de-gas-cointra-cami-11l-gas-natural","ACTIVE","VGCC1MFKF","Calentador de Gas - COINTRA CAMI, 11L, Gas Natural"
"gid://shopify/Product/15427344433484","lavadora-secadora-samsung-wd90dg6b85bbu3-lavado-9-kg-secado-6-kg-negro","ACTIVE","WD90DG6B85BBU3","Lavadora Secadora - SAMSUNG WD90DG6B85BBU3, Lavado 9 Kg, Secado 6 Kg, Negro"
"gid://shopify/Product/15427345842508","lavadora-libre-instalacion-hisense-wf1q9041bw-blanco-9-kg-eficiencia-a-1400-rpm","ACTIVE","WF1Q9041BW","Lavadora Libre Instalación - HISENSE WF1Q9041BW, Blanco, 9 kg, Eficiencia A, 1400 rpm"
"gid://shopify/Product/15427353477452","auriculares-inalambricos-aiwa-whf-880-negro-base","ACTIVE","WHF-880","Auriculares Inalámbricos - AIWA WHF-880, Negro, Base"
"gid://shopify/Product/15427353772364","auriculares-inalambricos-sony-wi-c100-azul","ACTIVE","WIC100L.CE7","Auriculares Inalámbricos - SONY WI-C100, Azul"
"gid://shopify/Product/15427356131660","soporte-tv-one-for-all-inclinado-32-90-600x400","ACTIVE","WM6621","Soporte TV - One For All, Inclinado, 32""-90"", 600x400"
"gid://shopify/Product/15427357147468","radio-sangean-wr-7-negro-mate-bateria-bluetooth","ACTIVE","WR-7-BM","Radio - SANGEAN WR-7, Negro Mate, Batería, Bluetooth"
"gid://shopify/Product/15427357180236","radio-estanteria-sangean-wr-7-cerezo-2600-mah","ACTIVE","WR-7-CH","Radio Estantería - SANGEAN WR-7, Cerezo, 2600 mAh"
"gid://shopify/Product/15427357245772","radio-portatil-sangean-wr-7-rosa-2600-mah-bluetooth","ACTIVE","WR-7-P","Radio Portátil - SANGEAN WR-7, Rosa, 2600 mAh, Bluetooth"
"gid://shopify/Product/15427357278540","radio-sangean-wr-7nuez-bateria-36-horas","ACTIVE","WR-7-W","Radio- SANGEAN WR-7,Nuez, Batería 36 horas,"
"gid://shopify/Product/15427357835596","lavadora-libre-instalacion-samsung-ww11db7b94gbu3-11kg-negro-eficiencia-a-20","ACTIVE","WW11DB7B94GBU3","Lavadora Libre Instalación - SAMSUNG WW11DB7B94GBU3, 11kg, Negro, Eficiencia A-20%"
"gid://shopify/Product/15427357966668","lavadora-libre-instalacion-samsung-ww11db8b95ghu3-11kg-blanco-eficiencia-a-40","ACTIVE","WW11DB8B95GHU3","Lavadora Libre Instalación - Samsung WW11DB8B95GH/U3, 11Kg, Blanco, Eficiencia A-40%"
"gid://shopify/Product/15427358064972","lavadora-libre-instalacion-samsung-ww11dg5b25abec-negro-11-kg-a-10","ACTIVE","WW11DG5B25ABEC","Lavadora Libre Instalación - SAMSUNG WW11DG5B25ABEC, Negro, 11 Kg, A -10%"
"gid://shopify/Product/15427358097740","lavadora-de-11-kilos-carga-frontal-samsung-ww11dg5b25thec-blanco-1400-rpm-eficiencia-a","ACTIVE","WW11DG5B25THEC","Lavadora de 11 kilos, carga frontal - Samsung WW11DG5B25THEC, Blanco, 1400 rpm., Eficiencia A"
"gid://shopify/Product/15427358130508","lavadora-libre-instalacion-samsung-ww12t504dtws3-12-kg-blanco-eficiencia-a","ACTIVE","WW12T504DTWS3","Lavadora Libre Instalación - SAMSUNG WW12T504DTW/S3, 12 Kg, Blanco, Eficiencia A"
"gid://shopify/Product/15427358163276","lavadora-libre-instalacion-samsung-ww80cgc04dabec-8-kg-blanco-eficiencia-a","ACTIVE","WW80CGC04DABEC","Lavadora Libre Instalación - SAMSUNG WW80CGC04DABEC, 8 kg, Blanco, Eficiencia A"
"gid://shopify/Product/15427358556492","lavadora-libre-instalacion-samsung-ww90dg6u85lbu3-9-kg-negro-eficiencia-a-10","ACTIVE","WW90DG6U85LBU3","Lavadora Libre Instalación - SAMSUNG WW90DG6U85LBU3, 9 Kg, Negro, Eficiencia A -10%"
"gid://shopify/Product/15427359080780","movil-qubo-senior-x-209-negro-24-2g-camara-trasera-de-03mp","ACTIVE","X209-BKMKII","Móvil - QUBO SENIOR X-209, Negro, 2.4"", 2G, Cámara trasera de 0.3MP"
"gid://shopify/Product/15427359146316","movil-qubo-senior-x-240bk-negro-24-2g-dual-sim","ACTIVE","X-240BK","Móvil - QUBO SENIOR X-240BK, Negro, 2.4"", 2G, Dual Sim"
"gid://shopify/Product/15427359211852","movil-qubo-x-240bl-azul-24-doble-sim","ACTIVE","X-240BL","Móvil - QUBO X-240BL, Azul, 2.4"", Doble Sim"
"gid://shopify/Product/15427359277388","movil-qubo-senior-x-247-2g-negro-24-boton-sos","ACTIVE","X-247BL","Móvil - QUBO SENIOR X-247, 2G, Negro, 2.4"", Botón SOS"
"gid://shopify/Product/15427359310156","movil-qubo-x-28b-negro-24-4g-boton-sos","ACTIVE","X-28 4G","Móvil - QUBO X-28B, Negro, 2.4"", 4G, Botón SOS"
"gid://shopify/Product/15427359408460","telefono-movil-qubo-x-28brd-rojo-mayores-28-doble-sim","ACTIVE","X-28BRD","Teléfono Móvil - QUBO X-28BRD, Rojo, Mayores, 2,8"", Doble SIM"
"gid://shopify/Product/15427359899980","lector-de-libros-electronicos-pocketbook-basic-lux-4-6-8gb","ACTIVE","PB618-P","Lector de Libros Electrónicos - PocketBook Basic Lux 4, 6"", 8GB"
"gid://shopify/Product/15427360489804","discman-aiwa-walk-cd-mp3-negro","ACTIVE","PCD-810BK","Discman - Aiwa WALK CD MP3, Negro"
"gid://shopify/Product/15427362193740","radio-despertador-sangean-prd18-b-a-azul-blanco","ACTIVE","PRD18","Radio Despertador - SANGEAN PRD18 B-A Azul Blanco"
"gid://shopify/Product/15427362324812","radio-despertador-portatil-sangean-pr-d7-negro","ACTIVE","PR-D7 BK","Radio Despertador Portátil - SANGEAN PR-D7, Negro"
"gid://shopify/Product/15427362390348","radio-despertador-portatil-sangean-pr-d7-blanco-lcd","ACTIVE","PR-D7-W","Radio Despertador Portátil - SANGEAN PR-D7, Blanco, LCD"
"gid://shopify/Product/15427368452428","regalo-de-juego-de-toallas-con-la-compra-del-calentador-cointra-ceti","ACTIVE","PROMO875","Regalo de Juego de toallas con la compra del Calentador COINTRA CETI"
"gid://shopify/Product/15427368485196","peliculas-y-samsung-tv-plus-gratis-comprando-tu-tv-samsung","ACTIVE","PROMO888","Películas y Samsung TV Plus Gratis comprando tu TV Samsung"
"gid://shopify/Product/15427368550732","oral-b-recambios-gratis-para-cuidar-tu-sonrisa","ACTIVE","PROMO891","Oral-B Recambios Gratis para cuidar tu sonrisa"
"gid://shopify/Product/15427368616268","panasonic-tv-tivo-3-meses-gratis-de-movistar","ACTIVE","PROMO906","Panasonic TV TiVo – 3 meses gratis de Movistar+"
"gid://shopify/Product/15427368649036","reembolso-lg-navidad-tv-150","ACTIVE","PROMO915","Reembolso LG Navidad TV 150€"
"gid://shopify/Product/15427368681804","reembolso-lg-navidad-tv-800-x2","ACTIVE","PROMO916","Reembolso LG Navidad TV 800 € x2"
"gid://shopify/Product/15427368714572","reembolso-lg-navidad-tv-400-x2-hasta-el-30-11","ACTIVE","PROMO917","Reembolso LG Navidad TV 400€ (X2 hasta el 30-11)"
"gid://shopify/Product/15427370352972","combi-libre-instalacion-samsung-rb34c600csaef-acero-inoxidable-185-metros-no-frost-wi-fi","ACTIVE","RB34C600CSAEF","Combi Libre Instalación - Samsung RB34C600CSA/EF, Acero Inoxidable, 1,85 metros,  No-Frost, Wi-Fi"
"gid://shopify/Product/15427370385740","combi-blanco-samsung-rb34c600dwwef-185-metros-eficiencia-e-wifi","ACTIVE","RB34C600DWWEF","Combi Blanco - Samsung RB34C600DWW/EF, 1,85 metros, Eficiencia E, Wifi"
"gid://shopify/Product/15427370484044","combi-libre-instalacion-samsung-rb34c632dsaef-inox-altura-185-m-smart-eficiencia-d","ACTIVE","RB34C632DSAEF","Combi Libre Instalación - SAMSUNG RB34C632DSA/EF, Inox, Altura 1.85 m, Smart, Eficiencia D"
"gid://shopify/Product/15427370778956","combi-libre-instalacion-samsung-rb38c600cs9ef-acero-inoxidable-203-metros-wifi-no-frost","ACTIVE","RB38C600CS9EF","Combi Libre Instalación -  Samsung RB38C600CS9/EF, Acero Inoxidable, 2,03 metros, Wifi,  No-Frost"
"gid://shopify/Product/15427371008332","combi-libre-instalacion-samsung-rb38c605cwwef-blanco-203-metros-no-frostwi-fi","ACTIVE","RB38C605CWWEF","Combi Libre Instalación - Samsung RB38C605CWW/EF, Blanco, 2,03 metros,  No-Frost,Wi-Fi"
"gid://shopify/Product/15427371041100","combi-libre-instalacion-samsung-rb38c605dwwef-blanco-203-metros-no-frost-wi-fi","ACTIVE","RB38C605DWWEF","Combi Libre Instalación - Samsung RB38C605DWW/EF, Blanco, 2,03 metros,  No-Frost, Wi-Fi"
"gid://shopify/Product/15427371106636","combi-libre-instalacion-samsung-rb38c607ab1ef-grafito-smart-altura-203-m","ACTIVE","RB38C607AB1EF","Combi Libre Instalación - SAMSUNG RB38C607AB1/EF, Grafito, Smart, Altura 2.03 m"
"gid://shopify/Product/15427371204940","combi-con-dispensador-samsung-rb38c655ds9ef-inox-no-frost-altura-203-m-smart-ai-eficiencia-d","ACTIVE","RB38C655DS9EF","Combi con Dispensador - SAMSUNG RB38C655DS9/EF, Inox, No Frost, Altura 2.03 m, Smart AI, Eficiencia D"
"gid://shopify/Product/15427371237708","combi-libre-instalacion-samsung-rb38c672cwwef-blanco-203-metros-no-frost-wi-fi","ACTIVE","RB38C672CWWEF","Combi Libre Instalación - Samsung RB38C672CWW/EF, Blanco, 2,03 metros,  No-Frost, Wi-Fi"
"gid://shopify/Product/15427371270476","combi-libre-instalacion-samsung-rb38c675cs9ef-acero-inoxidable-203-metros-no-frost-wi-fi","ACTIVE","RB38C675CS9EF","Combi Libre Instalación -  Samsung RB38C675CS9/EF, Acero Inoxidable, 2,03 metros,  No-Frost, Wi-Fi"
"gid://shopify/Product/15427371336012","combi-libre-instalacion-samsung-rb38c675dsaef-inox-smartthings-altura-203-m","ACTIVE","RB38C675DSAEF","Combi Libre Instalación - SAMSUNG RB38C675DSA/EF, Inox, SmartThings, Altura 2.03 m"
"gid://shopify/Product/15427371467084","combi-libre-instalacion-samsung-rb38c705cwwef-blanco-203-metros-no-frost-wifi","ACTIVE","RB38C705CWWEF","Combi Libre Instalación - Samsung RB38C705CWW/EF, Blanco, 2,03 metros,  No-Frost, Wifi"
"gid://shopify/Product/15427371499852","combi-libre-instalacion-samsung-rb38c776cb1ef-grafito-smart-altura-203-m-eficiencia-c","ACTIVE","RB38C776CB1EF","Combi Libre Instalación - SAMSUNG RB38C776CB1/EF, Grafito, Smart, Altura 2.03 m, Eficiencia C"
"gid://shopify/Product/15427371565388","combi-libre-instalacion-samsung-rb38c7b6a22ef-negro-smart-altura-203-m-eficiencia-a","ACTIVE","RB38C7B6A22EF","Combi Libre Instalación - SAMSUNG RB38C7B6A22/EF, Negro, Smart, Altura 2.03 m, Eficiencia A"
"gid://shopify/Product/15427371598156","combi-libre-instalacion-samsung-rb38c7b6ab1ef-grafito-203-metros-no-frost-wi-fi","ACTIVE","RB38C7B6AB1EF","Combi Libre Instalación - Samsung RB38C7B6AB1/EF, Grafito, 2,03 metros,  No-Frost, Wi-Fi"
"gid://shopify/Product/15427371729228","combi-libre-instalacion-samsung-rb38c7b6d22ef-negro-smart-altura-203-m-eficiencia-d","ACTIVE","RB38C7B6D22EF","Combi Libre Instalación - SAMSUNG RB38C7B6D22/EF, Negro, Smart, Altura 2.03 m, Eficiencia D"
"gid://shopify/Product/15427371958604","combi-libre-instalacion-hisense-rb390n4awe-blanco-186-metros-no-frost","ACTIVE","RB390N4AWE","Combi Libre Instalación - Hisense RB390N4AWE, Blanco, 1.86 metros,  No Frost"
"gid://shopify/Product/15427373891916","combi-libre-instalacion-samsung-rb53dg703cs9ef-inox-eficiencia-c-203m-075m","ACTIVE","RB53DG703CS9EF","Combi Libre Instalación - SAMSUNG RB53DG703CS9EF, Inox, Eficiencia C, 2.03m, 0.75m"
"gid://shopify/Product/15427373924684","combi-libre-instalacion-samsung-rb53dg703ds9ef-inox-eficiencia-d-203m-075m-ai","ACTIVE","RB53DG703DS9EF","Combi Libre Instalación - SAMSUNG RB53DG703DS9EF, Inox, Eficiencia D, 2.03m, 0.75m, AI"
"gid://shopify/Product/15427373990220","combi-libre-instalacion-samsung-rb53dg706as9ef-inox-eficiencia-a-203m-075m-ai","ACTIVE","RB53DG706AS9EF","Combi Libre Instalación - SAMSUNG RB53DG706AS9EF, Inox, Eficiencia A, 2.03m, 0.75m, AI"
"gid://shopify/Product/15427374547276","radio-despertador-sangean-rcr-5-plata-acdc","ACTIVE","RCR-5","Radio Despertador - SANGEAN RCR-5, Plata, AC/DC"
"gid://shopify/Product/15427374645580","panel-radiante-orbegozo-rew1-wifi","ACTIVE","REW1000","Panel Radiante - Orbegozo REW1000 Wifi"
"gid://shopify/Product/15427374940492","radio-portatil-elbe-rf-52-sob-amfm-altavoz-pilas","ACTIVE","RF52SOB","Radio Portátil - ELBE RF-52-SOB AM/FM Altavoz, Pilas"
"gid://shopify/Product/15427375006028","frigorifico-multidoor-samsung-rf59c700eb1es-no-frost-179-metros-grafito","ACTIVE","RF59C700EB1ES","Frigorífico Multidoor - Samsung RF59C700EB1/ES, No Frost, 1.79 metros, Grafito"
"gid://shopify/Product/15427375235404","frigorifico-multidoor-samsung-rf65dg960esref-acero","ACTIVE","RF65DG960ESREF","Frigorífico Multidoor SAMSUNG RF65DG960ESREF Acero"
"gid://shopify/Product/15427375399244","congelador-vertical-beko-rfne290l41gn-no-frost-171-metros-look-inox","ACTIVE","RFNE290L41GN","Congelador Vertical- Beko RFNE290L41GN, No-Frost, 1.71 metros, Look Inox"
"gid://shopify/Product/15427376611660","camara-kodak-ektar-h35-negra-1100","ACTIVE","RK0101","Cámara - KODAK EKTAR H35, Negra, 1/100"
"gid://shopify/Product/15427376677196","camara-analogica-kodak-ektar-h35-marron-flash-incorporado","ACTIVE","RK0102","Cámara Analógica - KODAK, EKTAR H35, Marrón, Flash incorporado"
"gid://shopify/Product/15427376709964","camara-analogica-kodak-ektar-h35-beigeflash-manual-incorporado","ACTIVE","RK0104","Cámara Analógica - KODAK, EKTAR H35, Beige,Flash manual incorporado"
